game_id,rating_board,rating_value,descriptors
game_000205,igrs,18,"Interaksi Daring
Kekerasan
Penggunaan bahasa"
game_000206,pegi,12,"Violence, In-Game Purchases"
game_000206,usk,12,
game_000206,oflc,m,"Fantasy themes and violence, online interactivity and in-game purchases"
game_000206,nzoflc,m,"Fantasy themes and violence, online interactivity and in-game purchases"
game_000206,cero,c,暴力、セクシャル
game_000206,kgrb,15,暴力、薬物
game_000206,csrr,C15,暴力
game_000206,crl,12,
game_000206,dejus,12,"Drogas Licitas, Violencia"
game_000207,esrb,t,"Violence
Blood
Language"
game_000207,pegi,16,Violence
game_000207,dejus,14,"Violência
Drogas lícitas
Linguagem imprópria"
game_000207,steam_germany,16,"Drastische Gewalt
Alkohol / Tabak
Schimpfwörte"
game_000207,igrs,18,"Rokok dan/atau rokok elektronik, minuman beralkohol, narkotika, psikotropika, dan/atau zat adiktif lainnya
Kekerasan
Penggunaan bahasa"
game_000208,esrb,t,"Violence, Blood, Mild Suggestive Themes, Language, Drug Reference"
game_000208,oflc,m,"Mature Themes, Violence"
game_000208,nzoflc,m,"Mature Themes, Violence"
game_000208,cero,c,犯罪、言語、暴力
game_000208,dejus,12,Violência
game_000208,pegi,16,Violence
game_000208,fpb,16,"Competitive Intensity, Language, Violence"
game_000208,crl,18,
game_000208,usk,12,
game_000208,csrr,C15,Violence
game_000208,kgrb,15,폭력
game_000208,steam_germany,0,
game_000208,igrs,3,
game_000209,dejus,16,"Violência Extrema
Atos criminosos"
game_000209,steam_germany,18,"Drastische Gewalt
Derbe Sprache"
game_000209,igrs,18,"Kekerasan
Horor
Penggunaan bahasa"
game_000210,dejus,18,"Nudez
Violência Extrema
Temas sensíveis"
game_000210,steam_germany,18,"Drastische Gewalt
Sexuelle Inhalte
Drogen"
game_000210,igrs,BANNED,"Rokok dan/atau rokok elektronik, minuman beralkohol, narkotika, psikotropika, dan/atau zat adiktif lainnya
Penampilan Tokoh
Kekerasan"
game_000211,dejus,14,"Violência fantasiosa
Violência"
game_000211,steam_germany,16,Drastische Gewalt
game_000211,igrs,18,"Kekerasan
Interaksi Daring"
game_000212,dejus,14,"Violência
Linguagem imprópria
Drogas
Drogas ilícitas"
game_000212,usk,16,
game_000212,steam_germany,16,"Gewalt
Drogen
Derbe Sprache"
game_000212,igrs,18,"Rokok dan/atau rokok elektronik, minuman beralkohol, narkotika, psikotropika, dan/atau zat adiktif lainnya
Kekerasan
Penggunaan bahasa"
game_000213,dejus,12,"Nudez
Violência"
game_000213,steam_germany,16,Gewalt
game_000213,igrs,18,"Horor
Kekerasan"
game_000214,esrb,m,"Blood and Gore
Strong Language
Suggestive Themes
Violence"
game_000214,pegi,18,"Language
Violence"
game_000214,usk,16,"Gewalt
Belastende Themen"
game_000214,oflc,ma15,Strong Fantasy Violence
game_000214,nzoflc,r13,"Violence
Content That May Disturb
Offensive Language"
game_000214,cero,z,Violence
game_000214,kgrb,19,"Violence
Language"
game_000214,mda,M18,Violence
game_000214,csrr,R,"Violence
Sex
Tobacco and Alcohol"
game_000214,dejus,16,"Violência
Temas Sensíveis"
game_000214,steam_germany,18,"Drastische Gewalt
Sexuelle Inhalte
Alkohol / Tabak"
game_000214,igrs,BANNED,"Rokok dan/atau rokok elektronik, minuman beralkohol, narkotika, psikotropika, dan/atau zat adiktif lainnya
Penampilan Tokoh
Kekerasan"
game_000214,steam_australia,R18,"High Impact Violence
Strong Sexual Themes
Suicide
Drug Themes"
game_000215,pegi,18,
game_000215,usk,18,
game_000215,dejus,14,"Linguagem imprópria
Conteúdo sexual
Violência"
game_000215,steam_germany,16,"Sexuelle Inhalte
Drastische Gewalt
Alkohol / Tabak"
game_000215,igrs,BANNED,"Rokok dan/atau rokok elektronik, minuman beralkohol, narkotika, psikotropika, dan/atau zat adiktif lainnya
Penampilan Tokoh
Kekerasan"
game_000216,dejus,16,"Violência Extrema
Linguagem imprópria"
game_000216,steam_germany,18,"Drastische Gewalt
Derbe Sprache"
game_000216,igrs,18,"Kekerasan
Penggunaan bahasa
Interaksi Daring"
game_000217,cero,c,"暴力, 恐怖, 犯罪"
game_000217,esrb,t,"Blood
Violence"
game_000217,pegi,16,Violence
game_000217,usk,12,
game_000217,oflc,m,Horror themes
game_000217,nzoflc,m,Horror themes
game_000217,kgrb,15,Fear Expression
game_000217,csrr,C15,Horror
game_000217,dejus,14,"Violência, Drogas Lícitas, Conteúdo Impactante"
game_000217,fpb,13,Horror
game_000217,crl,16,
game_000218,esrb,m,"Blood and Gore
Strong Language
Intense Violence"
game_000218,pegi,18,
game_000218,usk,16,
game_000218,oflc,ma15,
game_000218,nzoflc,ma15,
game_000219,dejus,10,Violência
game_000219,steam_germany,12,Gewalt
game_000219,igrs,13,Kekerasan
game_000220,usk,12,"Handlungsdruck
In-Game-Käufe (+ zufällige Objekte)
Enthält: Chats"
game_000220,esrb,e,
game_000220,pegi,3,In-Game Purchases(Includes Random Items)
game_000220,oflc,g,"Very mild sporting violence, online interactivity and chat, chance-based in- game purchases"
game_000220,nzoflc,g,"Very mild sporting violence, online interactivity and chat, chance-based in- game purchases"
game_000220,kgrb,all,
game_000220,dejus,l,"Interação de usuários;
Compras on-line (Inclui itens aleatórios)"
game_000220,csrr,G,
game_000220,steam_germany,12,
game_000220,igrs,3,Interaksi Daring
game_000221,dejus,10,Atos criminosos
game_000221,steam_germany,12,Gewalt
game_000221,igrs,13,"Kekerasan
Interaksi Daring"
game_000222,dejus,18,"Violência
Violência Extrema
Nudez
Drogas lícitas"
game_000222,steam_germany,18,"Drastische Gewalt
Sexuelle Inhalte
Alkohol / Tabak"
game_000222,igrs,BANNED,"Interaksi Daring
Rokok dan/atau rokok elektronik, minuman beralkohol, narkotika, psikotropika, dan/atau zat adiktif lainnya
Penampilan Tokoh"
game_000223,esrb,m,"Blood and Gore
Intense Violence"
game_000223,pegi,18,Violence
game_000223,usk,16,
game_000223,oflc,ma15,Strong Violence
game_000223,nzoflc,r13,Violence and horror scenes
game_000223,kgrb,18,Violence
game_000223,dejus,16,Violência Extrema
game_000223,mda,M18,Strong violence and gore
game_000223,fpb,16,V
game_000223,csrr,R,"Violence, Improper Language, Anti-social"
game_000223,crl,18,
game_000224,esrb,m,"Violence
Blood and Gore
Sexual Themes
Language"
game_000224,pegi,18,"Violence, In-game Purchases"
game_000224,usk,16,Fantasy Gewalt
game_000224,oflc,ma15,"Strong fantasy violence, online interactivity and in-game purchases"
game_000224,nzoflc,r13,Violence &amp; sexual themes
game_000224,cero,d,セクシャル、暴力、飲酒・喫煙、犯罪
game_000224,kgrb,18,"선정성, 폭력성, 약물, 범죄"
game_000224,dejus,16,"Violência
Conteúdo sexual
Drogas lícitas
Compras on-line."
game_000224,fpb,16,"Drug, Language, Nude ,Sexual ,Violence, Competitive intensity"
game_000224,csrr,R,"性,暴力,不當言語"
game_000224,crl,18,
game_000224,steam_germany,16,"Sexuelle Inhalte
Selbstmord
Alkohol / Tabak"
game_000224,igrs,BANNED,"Rokok dan/atau rokok elektronik, minuman beralkohol, narkotika, psikotropika, dan/atau zat adiktif lainnya
Penampilan Tokoh
Kekerasan"
game_000225,esrb,m,"Blood and Gore
Crude Humor
Drug Reference
Intense Violence
Strong Language"
game_000225,pegi,16,
game_000225,dejus,18,"Violência Extrema
Drogas ilícitas
Linguagem imprópria"
game_000225,steam_germany,18,"Drastische Gewalt
Derbe Sprache"
game_000225,igrs,18,"Kekerasan
Penggunaan bahasa"
game_000226,esrb,m,"Blood and Gore
Intense Violence
Strong Language
Users Interact
In-Game Purchases"
game_000226,pegi,18,"Violence
Bad Language
In-Game Purchases"
game_000226,usk,18,
game_000226,oflc,r18,"High Impact Violence
Blood and Gore
Online Interactivity"
game_000226,nzoflc,r18,Graphic Violence
game_000226,dejus,18,Violência Extrema
game_000226,mda,M18,
game_000226,fpb,18,
game_000226,csrr,R,
game_000226,crl,18,
game_000227,pegi,16,
game_000227,crl,16,
game_000227,esrb,t,Violence
game_000227,usk,12,
game_000227,oflc,m,"Fantasy themes
Battle Violence
Online Interactivity"
game_000227,fpb,16,
game_000227,kgrb,12,
game_000227,dejus,14,Violência
game_000227,steam_germany,16,"Drastische Gewalt
Alkohol / Tabak"
game_000227,igrs,18,"Kekerasan
Rokok dan/atau rokok elektronik, minuman beralkohol, narkotika, psikotropika, dan/atau zat adiktif lainnya
Interaksi Daring"
game_000228,dejus,14,"Violência
Drogas
Compras on-line"
game_000228,kgrb,15,
game_000228,oflc,m,
game_000228,usk,12,
game_000228,steam_germany,12,Fantasy-Gewalt
game_000228,igrs,13,"Kekerasan
Interaksi Daring"
game_000229,esrb,m,"Violence
Blood
Sexual Themes
Partial Nudity
Strong Language
Drug Reference"
game_000229,pegi,16,"Violence
Bad Language"
game_000229,oflc,ma15,Strong sexualised imagery and violence
game_000229,nzoflc,r13,"Contains violence, offensive language and sexual themes."
game_000229,cero,c,犯罪　麻薬等薬物
game_000229,dejus,18,"Violência
Temas sensíveis
Linguagem imprópria"
game_000229,csrr,C15,"性,暴力"
game_000229,kgrb,18,"폭력성
사행성"
game_000229,steam_germany,16,"Sexuelle Inhalte
Selbstmord
Alkohol / Tabak"
game_000229,igrs,BANNED,"Rokok dan/atau rokok elektronik, minuman beralkohol, narkotika, psikotropika, dan/atau zat adiktif lainnya
Penampilan Tokoh
Horor"
game_000229,steam_australia,MA15,"Strong Sexual Themes
Strong Violence
Suicide
Drug Themes"
game_000230,esrb,m,"Blood and Gore
Drug Reference
Intense Violence
Sexual Themes
Strong Language"
game_000230,pegi,18,"Violence
Bad Language"
game_000230,dejus,16,"Violência
Violência Extrema
Temas sensíveis
Linguagem imprópria
Nudez
Drogas lícitas
Drogas ilícitas"
game_000230,usk,18,
game_000230,steam_germany,18,"Drastische Gewalt
Drogen
Derbe Sprache"
game_000230,igrs,BANNED,"Rokok dan/atau rokok elektronik, minuman beralkohol, narkotika, psikotropika, dan/atau zat adiktif lainnya
Kekerasan
Penggunaan bahasa"
game_000231,dejus,14,"Violência
Medo"
game_000231,steam_germany,16,Horror
game_000231,igrs,18,"Interaksi Daring
Horor
Kekerasan"
game_000232,esrb,m,"Intense Violence
Blood and Gore
Sexual Content
Partial Nudity
Strong Language
Use of Alcohol"
game_000232,pegi,18,"Violence
Bad Language
Drugs
In-Game Purchases"
game_000232,usk,18,Drastische Gewalt
game_000232,oflc,r18,"High impact references to Sexual Violence
Online Interactivity
In-game Purchases
Simulated Gambling"
game_000232,nzoflc,r16,"Violence
Cruelty
Offensive Language
Sex Scenes"
game_000232,dejus,18,"Violência Extrema
Conteúdo sexual
Drogas lícitas"
game_000232,steam_germany,18,"Sexuelle Inhalte
Drastische Gewalt
Alkohol / Tabak"
game_000232,igrs,BANNED,"Rokok dan/atau rokok elektronik, minuman beralkohol, narkotika, psikotropika, dan/atau zat adiktif lainnya
Penampilan Tokoh
Kekerasan"
game_000233,dejus,16,"Violência
Temas sensíveis
Linguagem imprópria"
game_000233,steam_germany,16,"Selbstmord
Alkohol / Tabak
Derbe Sprache"
game_000233,igrs,18,"Rokok dan/atau rokok elektronik, minuman beralkohol, narkotika, psikotropika, dan/atau zat adiktif lainnya
Kekerasan
Horor"
game_000234,esrb,t,"Blood
Use of Tobacco
Violence"
game_000234,pegi,16,Violence
game_000234,usk,16,
game_000234,kgrb,15,Violence (폭력성)
game_000234,dejus,14,Violence
game_000234,csrr,C15,"Violence
Horror
Tabacco &amp; Alchohol"
game_000234,oflc,ma15,"Strong science fiction violence
online interactivity"
game_000234,nzoflc,r13,"Violence
Horror"
game_000234,fpb,16,
game_000235,esrb,t,"Blood,

Violence"
game_000235,usk,12,
game_000235,oflc,g,8+
game_000236,esrb,t,"Drug Reference
Fantasy Violence"
game_000236,pegi,7,"Violence
Online Gameplay"
game_000236,dejus,10,"Atos criminosos
Violência fantasiosa"
game_000236,steam_germany,12,Fantasy-Gewalt
game_000236,igrs,13,"Kekerasan
Interaksi Daring"
game_000237,esrb,m,"Blood and Gore
Intense Violence
Sexual Violence
Strong Language"
game_000237,pegi,18,"Bad Language
Violence
Online Gameplay"
game_000237,usk,18,
game_000237,oflc,r18,"High impact themes
High impact violence
Online Interactivity"
game_000237,nzoflc,r16,"Violence
Offensive language
Content that may disturb"
game_000237,cero,d,
game_000237,dejus,18,Violência
game_000237,csrr,R,
game_000237,fpb,18,
game_000237,crl,16,
game_000238,dejus,10,Violência
game_000239,dejus,16,Violência Extrema
game_000239,steam_germany,18,"Drastische Gewalt
Alkohol / Tabak"
game_000239,igrs,18,"Kekerasan
Rokok dan/atau rokok elektronik, minuman beralkohol, narkotika, psikotropika, dan/atau zat adiktif lainnya
Interaksi Daring"
game_000240,dejus,10,"Violência fantasiosa
Violência"
game_000240,steam_germany,12,Gewalt
game_000240,igrs,13,"Kekerasan
Interaksi Daring"
game_000241,dejus,14,"Violência
Medo"
game_000241,steam_germany,16,Horror
game_000241,igrs,18,"Horor
Kekerasan"
game_000242,dejus,16,"Violência Extrema
Linguagem imprópria
Drogas lícitas"
game_000242,steam_germany,18,"Drogen
Drastische Gewalt
Derbe Sprache"
game_000242,igrs,18,"Rokok dan/atau rokok elektronik, minuman beralkohol, narkotika, psikotropika, dan/atau zat adiktif lainnya
Kekerasan
Penggunaan bahasa"
game_000243,esrb,m,"Blood and Gore
Intense Violence
Strong Language"
game_000243,pegi,18,"Bad Language
Violence"
game_000243,usk,18,
game_000243,oflc,r18,"High Impact Horror Violence
Blood and Gore"
game_000243,nzoflc,r18,"Horror
Graphic Violence
Offensive Language"
game_000243,cero,d,"暴力
犯罪
恐怖
言葉その他"
game_000243,kgrb,18,"Violence
Horror
Offensive Language
Drug Usage"
game_000243,dejus,18,"Linguagem Imprópria
Violência Extrema
Temas sensíveis
Compras on-line"
game_000243,fpb,16,"Horror
Language
Violence"
game_000243,csrr,R,"暴力
恐怖"
game_000243,crl,18,
game_000243,steam_germany,18,"Drastische Gewalt
Alkohol / Tabak
Derbe Sprache"
game_000243,igrs,18,"Kekerasan
Horor
Rokok dan/atau rokok elektronik, minuman beralkohol, narkotika, psikotropika, dan/atau zat adiktif lainnya"
game_000244,dejus,l,Violência fantasiosa
game_000244,steam_germany,12,Fantasy-Gewalt
game_000244,igrs,13,"Kekerasan
Interaksi Daring"
game_000245,dejus,16,Violência Extrema
game_000245,steam_germany,16,Horror
game_000245,igrs,18,"Horor
Kekerasan"
game_000246,esrb,e10,"Animated Blood 
Fantasy Violence 
Mild Language"
game_000246,oflc,pg,"Mild themes, online interactivity"
game_000246,cero,a,
game_000246,dejus,10,Violência
game_000246,steam_germany,6,"Schimpfwörte
Ängstigende Inhalte"
game_000246,igrs,18,"Horor
Penggunaan bahasa
Kekerasan"
game_000247,esrb,m,"Blood and Gore
Intense Violence
Partial Nudity
Sexual Themes
Strong Language
Use of Drugs"
game_000247,pegi,18,"Bad Language 
Violence"
game_000247,usk,18,
game_000247,oflc,ma15,"Strong themes
Violence 
Drug use
Online interactivity"
game_000247,nzoflc,r16,"Violence 
Offensive language"
game_000247,kgrb,18,"Bad Language
Violence
Drugs"
game_000247,dejus,16,"Conteúdo Sexual 
Drogas 
Violência"
game_000247,fpb,16,"Drug
Language
Violence"
game_000247,csrr,R,"Violence
Horror
Tobacco &amp; Alcohol
Drugs
Improper Language
Anti-social"
game_000247,steam_germany,18,"Drastische Gewalt
Drogen
Sexuelle Andeutungen"
game_000247,igrs,BANNED,"Rokok dan/atau rokok elektronik, minuman beralkohol, narkotika, psikotropika, dan/atau zat adiktif lainnya
Penampilan Tokoh
Kekerasan"
game_000248,dejus,14,Violência
game_000248,steam_germany,16,Drastische Gewalt
game_000248,igrs,18,"Simulasi dan/atau kegiatan judi
Kekerasan
Horor"
game_000249,dejus,l,
game_000249,pegi,3,
game_000249,usk,0,
game_000249,steam_germany,6,Alkohol / Tabak
game_000249,igrs,15,"Rokok dan/atau rokok elektronik, minuman beralkohol, narkotika, psikotropika, dan/atau zat adiktif lainnya"
game_000250,dejus,16,"Violência Extrema
Medo
Linguagem imprópria"
game_000250,steam_germany,18,"Drastische Gewalt
Schimpfwörte"
game_000250,igrs,18,"Interaksi Daring
Horor
Kekerasan"
game_000251,esrb,t,Lyrics
game_000251,pegi,12,"Bad language
Sex"
game_000251,usk,12,
game_000251,oflc,pg,Mild themes and coarse language Online interactivity
game_000251,kgrb,12,Violence
game_000251,dejus,12,Violence
game_000251,csrr,C12,"Violence
Improper language"
game_000251,steam_germany,12,Derbe Sprache
game_000251,igrs,18,"Interaksi Daring
Penggunaan bahasa"
game_000252,pegi,18,"Bad Language
Violence"
game_000252,esrb,m,"Blood
Intense Violence
Strong Language"
game_000252,usk,18,
game_000252,oflc,ma15,"Strong themes and violence
Online interactivity"
game_000252,kgrb,19,"Violence
Language"
game_000252,dejus,16,"Linguagem imprópria
Violência"
game_000252,csrr,R,"Violence
Improper Language
Anti-Social"
game_000252,cero,d,"Violence
Crime"
game_000252,steam_germany,18,"Drastische Gewalt
Derbe Sprache"
game_000252,igrs,18,"Kekerasan
Penggunaan bahasa
Interaksi Daring"
game_000253,dejus,10,"Violência fantasiosa
Violência"
game_000253,steam_germany,12,Gewalt
game_000254,pegi,16,"Bad Language
Violence"
game_000254,usk,12,
game_000254,oflc,m,"Mature themes and violence, online interactivity"
game_000254,nzoflc,m,"Mature themes and violence, online interactivity"
game_000254,fpb,13,
game_000254,crl,16,
game_000254,esrb,t,"Crude Humor
Mild Blood
Language
Suggestive Themes
Violence"
game_000254,dejus,12,"Conteúdo sexual
Violência"
game_000254,cero,c,Sexual content
game_000254,csrr,C15,Violence
game_000254,kgrb,15,"Violence
Sexuality"
game_000254,steam_germany,12,"Sexuelle Andeutungen
Gewalt
Schimpfwörte"
game_000254,igrs,18,"Penampilan Tokoh
Penggunaan bahasa
Kekerasan"
game_000255,esrb,e10,Fantasy Violence
game_000255,pegi,7,"Fear
Violence
Online Gameplay"
game_000255,usk,12,
game_000255,oflc,pg,"Mild violence
Online interactivity"
game_000255,nzoflc,pg,"Mild violence
Online interactivity"
game_000255,dejus,10,
game_000255,steam_germany,12,Gewalt
game_000255,igrs,18,"Horor
Kekerasan
Interaksi Daring"
game_000256,dejus,16,
game_000256,pegi,3,"In-Game Purchases
In-Game Purchases(Includes Random Items)"
game_000256,usk,12,"In-Game-Käufe (+ zufällige Objekte)
Erhöhte Kaufanreize
Druck zum Vielspielen"
game_000256,oflc,g,"General, online interactivity and in-game purchases"
game_000256,cero,a,
game_000256,csrr,G,
game_000256,crl,6,
game_000256,kgrb,all,
game_000256,fpb,7-9PG,Competitive Intensity
game_000256,esrb,e,Mild Language
game_000256,steam_germany,12,
game_000256,igrs,3,Interaksi Daring
game_000256,steam_australia,G,
game_000257,esrb,m,"Blood
Intense Violence
Nudity
Sexual Content
Strong Language
Use of Drugs
Use of Alcohol"
game_000257,pegi,18,"Violence
Bad Language
in-game purchases"
game_000257,usk,18,
game_000257,oflc,ma15,
game_000257,nzoflc,r16,Violence &amp; Offensive Language
game_000257,fpb,18,
game_000257,crl,18,
game_000258,dejus,16,"Violência
Temas sensíveis
Linguagem imprópria"
game_000258,steam_germany,16,"Selbstmord
Alkohol / Tabak
Derbe Sprache"
game_000258,igrs,18,"Interaksi Daring
Kekerasan
Horor"
game_000259,pegi,18,"Violence, Bad Language, In-game purchases"
game_000259,dejus,16,"Violência Extrema
Linguagem imprópria"
game_000259,oflc,ma15,"Strong horror violence, blood and gore"
game_000259,nzoflc,r16,Graphic violence and horror
game_000259,cero,d,暴力
game_000259,fpb,18,"Horror, Language, Violence, Competitive Intensity"
game_000259,crl,18,
game_000259,usk,18,
game_000260,dejus,14,"Drogas lícitas
Violência fantasiosa"
game_000260,steam_germany,12,"Alkohol / Tabak
Fantasy-Gewalt"
game_000260,igrs,18,"Interaksi Daring
Rokok dan/atau rokok elektronik, minuman beralkohol, narkotika, psikotropika, dan/atau zat adiktif lainnya
Kekerasan"
game_000261,esrb,m,"Blood and Gore
Intense Violence"
game_000261,pegi,18,
game_000261,usk,16,
game_000261,oflc,ma15,
game_000261,nzoflc,r13,
game_000261,cero,z,
game_000261,kgrb,18,
game_000261,dejus,18,
game_000261,mda,M18,
game_000261,fpb,18,
game_000261,csrr,R,
game_000262,dejus,16,"Violência
Drogas
Conteúdo sexual"
game_000262,steam_germany,16,"Sexuelle Inhalte
Alkohol / Tabak
Gewalt"
game_000262,igrs,BANNED,"Rokok dan/atau rokok elektronik, minuman beralkohol, narkotika, psikotropika, dan/atau zat adiktif lainnya
Penggunaan bahasa
Kekerasan"
game_000263,esrb,t,"Blood, Language, Suggestive Themes, Violence"
game_000263,pegi,12,"Bad Language, Violence"
game_000263,usk,12,
game_000263,oflc,pg,"Mild violence, fantasy themes and coarse language, online
interactivity"
game_000263,nzoflc,pg,"Mild violence, fantasy themes and coarse language, online
interactivity"
game_000263,fpb,13,
game_000263,kgrb,12,
game_000263,dejus,12,Violência
game_000263,csrr,C12,
game_000263,crl,12,
game_000263,steam_germany,12,"Sexuelle Andeutungen
Gewalt
Schimpfwörte"
game_000263,igrs,18,"Penampilan Tokoh
Penggunaan bahasa
Kekerasan"
game_000265,esrb,rp,
game_000265,pegi,16,
game_000265,dejus,14,"Violência
Linguagem imprópria"
game_000265,steam_germany,16,"Drastische Gewalt
Alkohol / Tabak
Schimpfwörte"
game_000265,igrs,18,"Kekerasan
Rokok dan/atau rokok elektronik, minuman beralkohol, narkotika, psikotropika, dan/atau zat adiktif lainnya
Penggunaan bahasa"
game_000266,esrb,e10,"Mild Blood
Mild Violence
Crude Humor"
game_000266,dejus,12,Violência
game_000266,pegi,3,
game_000266,usk,6,
game_000266,steam_germany,16,Gewalt
game_000266,igrs,15,Kekerasan
game_000267,esrb,t,"Mild Violence
Language"
game_000267,pegi,12,"Language
In-game Purchases (Includes Random Items)"
game_000267,usk,12,
game_000267,dejus,10,Violência
game_000267,csrr,C12,
game_000267,crl,12,
game_000267,kgrb,12,언어의 부적절성
game_000267,steam_germany,16,
game_000267,igrs,18,Interaksi Daring
game_000268,esrb,m,"Blood and Gore

Intense Violence

Nudity

Strong Language

Strong Sexual Content

Use of Drugs"
game_000268,pegi,18,"Violence

Bad Language"
game_000268,oflc,ma15,
game_000268,nzoflc,ma15,
game_000268,bbfc,18,
game_000268,usk,16,
game_000268,kgrb,18,
game_000268,dejus,16,"Drogas Lícitas
Violência
Conteúdo Sexual"
game_000268,steam_germany,18,"Drastische Gewalt
Sexuelle Inhalte
Alkohol / Tabak"
game_000268,igrs,BANNED,"Rokok dan/atau rokok elektronik, minuman beralkohol, narkotika, psikotropika, dan/atau zat adiktif lainnya
Penampilan Tokoh
Kekerasan"
game_000269,dejus,10,"Atos criminosos
Violência"
game_000269,steam_germany,12,Gewalt
game_000269,igrs,13,"Kekerasan
Interaksi Daring"
game_000270,esrb,t,"Fantasy Violence
Blood
Mild Language
Use of Tobacco"
game_000270,usk,12,"Violência
Drogas lícitas"
game_000270,dejus,12,"Violência
Drogas lícitas"
game_000270,steam_germany,12,"Gewalt
Alkohol / Tabak"
game_000270,igrs,15,"Rokok dan/atau rokok elektronik, minuman beralkohol, narkotika, psikotropika, dan/atau zat adiktif lainnya
Kekerasan
Interaksi Daring"
game_000271,dejus,l,
game_000271,cadpa,8,
game_000271,steam_germany,0,
game_000271,igrs,3,
game_000272,esrb,t,"Blood
Violence
Mild Language"
game_000272,cero,c,"Violence
Criminal Activity"
game_000272,dejus,14,"Violência fantasiosa
Medo
Linguagem imprópria"
game_000272,pegi,12,"Violence
Bad Language"
game_000272,usk,12,
game_000272,oflc,pg,"Mild themes
Violence and coarse language, online interactivity"
game_000272,kgrb,12,Violence
game_000272,fpb,13,"Competitive Intensity
Horror
Language
Violence"
game_000272,csrr,C15,"Inappropriate Language
Violence"
game_000272,crl,16,"Fear
Language
Violence"
game_000272,steam_germany,12,"Derbe Sprache
Ängstigende Inhalte"
game_000272,igrs,18,"Horor
Penggunaan bahasa
Kekerasan"
game_000273,pegi,3,
game_000273,usk,0,
game_000273,dejus,l,
game_000273,csrr,G,
game_000273,esrb,e,
game_000273,oflc,g,
game_000273,kgrb,all,
game_000273,fpb,A,
game_000273,cero,a,
game_000274,esrb,e10,"Alcohol Reference
Fantasy Violence"
game_000274,pegi,7,"Mild Violence 
Fear"
game_000274,usk,0,
game_000274,dejus,10,"Violência
Drogas ilícitas"
game_000274,steam_germany,6,"Alkohol / Tabak
Fantasy-Gewalt"
game_000274,igrs,15,"Rokok dan/atau rokok elektronik, minuman beralkohol, narkotika, psikotropika, dan/atau zat adiktif lainnya
Kekerasan"
game_000275,esrb,e,
game_000275,dejus,l,Temas Sensíveis
game_000275,steam_germany,0,
game_000275,igrs,3,
game_000276,esrb,e,
game_000276,pegi,3,
game_000276,cero,a,
game_000276,dejus,l,
game_000276,crl,6,
game_000276,steam_germany,12,
game_000276,igrs,18,Interaksi Daring
game_000277,pegi,18,"Bad Language
Violence"
game_000277,usk,18,
game_000277,oflc,ma15,Strong Bloody Violence
game_000277,nzoflc,r16,Graphic Violence &amp; offensive language
game_000277,fpb,18,
game_000277,crl,16,
game_000277,dejus,18,"Violência
Violência Extrema
Linguagem imprópria"
game_000278,dejus,12,"Violência fantasiosa
Violência"
game_000278,csrr,C15,"本遊戲情節涉及暴力、菸酒及性（輕微）情節
請注意遊戲時間，切勿沉迷或不當模仿
本遊戲為免費遊戲，內另提供付費服務，請適度消費"
game_000278,steam_germany,12,Gewalt
game_000278,igrs,13,"Kekerasan
Interaksi Daring"
game_000279,dejus,18,"Sexo Explícito
Violência
Temas sensíveis"
game_000279,steam_germany,BANNED,"Sexualisierte Gewalt / Sexual violence
Drastische Gewalt
Alkohol / Tabak"
game_000279,igrs,BANNED,"Rokok dan/atau rokok elektronik, minuman beralkohol, narkotika, psikotropika, dan/atau zat adiktif lainnya
Penampilan Tokoh
Kekerasan"
game_000280,esrb,m,"Strong Sexual Content

Strong Language

Violence

Blood and Gore

Nudity"
game_000280,pegi,18,
game_000280,bbfc,18,
game_000280,oflc,ma15,
game_000280,usk,18,
game_000280,kgrb,18,
game_000280,dejus,16,"Violência Extrema
Linguagem imprópria
Nudez"
game_000280,steam_germany,18,"Drastische Gewalt
Sexuelle Inhalte
Alkohol / Tabak"
game_000280,igrs,BANNED,"Rokok dan/atau rokok elektronik, minuman beralkohol, narkotika, psikotropika, dan/atau zat adiktif lainnya
Penampilan Tokoh
Kekerasan"
game_000281,esrb,m,"Blood and Gore
Intense Violence
Strong Language
Use of Drugs"
game_000281,pegi,18,"Bad Language
Violence"
game_000281,usk,18,
game_000281,oflc,ma15,Strong post-apocalyptic themes Violence
game_000281,nzoflc,r16,"Violence
Offensive Language
Content that may disturb"
game_000281,dejus,18,Violência Extrema
game_000281,mda,M18,VIOLENCE AND GORE
game_000281,fpb,18,"SCENES CONTAINING IMAGES OF ILLEGAL DRUGS
SCENES OF HORROR
STRONG LANGUAGE (SWEAR-WORDS, THREATS, ABUSE OR PREJUDICE)
SCENES SHOWING PICTURES OF VIOLENCE"
game_000281,csrr,R,"Violence
Drugs
Improper Language"
game_000282,esrb,m,"Blood and Gore

Intense Violence

Strong Language

Strong Sexual Content

Use of Drugs"
game_000282,pegi,18,
game_000282,bbfc,18,
game_000282,usk,16,
game_000282,crl,18,
