game_id,dlc_steam_appid
game_000073,815380
game_000073,715193
game_000073,614581
game_000073,614582
game_000073,547501
game_000073,346791
game_000073,715192
game_000073,456200
game_000073,563850
game_000074,391570
game_000075,2927200
game_000075,2194520
game_000075,2240110
game_000076,1238100
game_000076,1238102
game_000076,1238103
game_000076,1238104
game_000076,1238105
game_000078,3929770
game_000078,3451100
game_000078,3210350
game_000078,2887680
game_000078,2690330
game_000078,2313550
game_000078,2230760
game_000078,2169090
game_000078,4781330
game_000079,1264170
game_000079,1264171
game_000081,4719180
game_000081,4556010
game_000081,4692810
game_000081,4261930
game_000081,4261920
game_000081,4514260
game_000081,4514750
game_000081,4100260
game_000081,3713770
game_000081,3713760
game_000081,3569970
game_000081,4196990
game_000081,3768070
game_000081,3768100
game_000081,3415590
game_000081,3282900
game_000081,3548900
game_000081,3282880
game_000081,3389670
game_000081,3389830
game_000081,3204810
game_000081,3204800
game_000081,3037030
game_000081,2839560
game_000081,2719560
game_000081,2430650
game_000081,2643050
game_000081,2643040
game_000081,2585200
game_000081,2581740
game_000081,2531020
game_000081,2407941
game_000081,2407940
game_000081,2304380
game_000081,2304500
game_000081,2272530
game_000081,2272500
game_000081,2200640
game_000081,2160330
game_000081,2160020
game_000081,2133640
game_000081,2100450
game_000081,2081520
game_000081,2014790
game_000081,1966460
game_000081,1906330
game_000081,1887100
game_000081,1852480
game_000081,1852470
game_000081,1784880
game_000081,1784870
game_000081,1761570
game_000081,1720670
game_000081,1674570
game_000081,1674580
game_000081,1643020
game_000081,1610550
game_000081,1586080
game_000081,1576410
game_000081,1530430
game_000081,1397381
game_000081,1397380
game_000081,1374340
game_000081,1304601
game_000081,1304600
game_000081,1255000
game_000081,1255001
game_000081,1191490
game_000081,1228530
game_000081,1234950
game_000081,1225140
game_000081,1180490
game_000081,1180491
game_000081,1166470
game_000081,1166472
game_000081,1166471
game_000081,1143840
game_000083,323140
game_000084,1064220
game_000084,1064221
game_000084,1064270
game_000084,1064271
game_000084,1064272
game_000084,1064273
game_000086,4224910
game_000086,3174120
game_000086,3015760
game_000086,3089910
game_000087,4941640
game_000087,4941670
game_000087,4941650
game_000087,4941680
game_000087,4941660
game_000087,4941690
game_000087,4426790
game_000087,4426820
game_000087,4426800
game_000087,4426830
game_000087,4426810
game_000087,4426840
game_000088,2873550
game_000090,2408730
game_000090,1536810
game_000090,3294480
game_000090,3326620
game_000091,3339980
game_000091,3051730
game_000091,2997790
game_000091,2676380
game_000091,2638820
game_000091,1613284
game_000091,1648020
game_000091,1613282
game_000091,1613285
game_000091,1613283
game_000091,1613280
game_000091,1613281
game_000091,1764060
game_000091,1764061
game_000091,1764062
game_000091,1812150
game_000091,1812151
game_000091,1812152
game_000091,1812153
game_000091,1824140
game_000091,1824141
game_000091,1824142
game_000091,1824143
game_000091,1846790
game_000091,1846791
game_000091,1852790
game_000091,1846792
game_000091,1890180
game_000091,1890181
game_000091,1890182
game_000091,1890183
game_000091,1919260
game_000091,1919261
game_000091,1919262
game_000091,1919263
game_000091,1949470
game_000091,1949471
game_000091,1949472
game_000091,1949473
game_000091,1949474
game_000091,1949475
game_000091,1949476
game_000091,1949477
game_000091,2013600
game_000091,2013620
game_000091,2013621
game_000091,2507010
game_000091,2614920
game_000091,2738880
game_000091,2814020
game_000091,2868420
game_000091,2894270
game_000092,4829700
game_000092,3289630
game_000092,3336860
game_000092,3116990
game_000092,3410840
game_000092,3117090
game_000092,3117100
game_000092,3117110
